well_id,top1_typewell,top1_corr,top2_typewell,top2_corr,top1_top2_gap,assigned_typewell_corr,assigned_typewell_rank,assigned_is_top1
504c8b08,77e4821c,0.8324458599090576,b4f37e6e,0.831549346446991,0.0008965134620666504,0.7683287858963013,23,False
511e1db0,463c38f2,0.8915804624557495,ff8bb73a,0.8768102526664734,0.014770209789276123,0.8768102526664734,6,False
512943b2,9e3e364d,0.877825140953064,14ad5efb,0.8734753131866455,0.004349827766418457,0.8714265823364258,18,False
5138a660,699ea575,0.7228045463562012,44441e54,0.7228045463562012,0.0,0.7228045463562012,20,False
516088b7,1a730ac2,0.8333213329315186,3a86fe8d,0.8197697401046753,0.013551592826843262,0.8042888045310974,11,False
521a7819,373ef48b,0.8390111327171326,d2f3b1ab,0.8390092253684998,1.9073486328125e-06,0.8296797275543213,49,False
5254b6db,6a8fa194,0.7395537495613098,58fa8486,0.7384536862373352,0.0011000633239746094,0.7378919124603271,17,False
529e88ca,656a067b,0.9303823709487915,4ddde4c1,0.9303823709487915,0.0,0.9303823709487915,3,False
52f1e77a,95b559e7,0.7826130390167236,3ef98781,0.7826130390167236,0.0,0.7826130390167236,6,False
5305524b,44a94013,0.5046089291572571,11d0f5ac,0.5046089291572571,0.0,0.5046089291572571,3,False
53134831,5693dde2,0.7795218229293823,fa31da94,0.7587679624557495,0.020753860473632812,0.7579026222229004,12,False
5397ceb1,8d92cb49,0.799709141254425,cd7f1687,0.7975970506668091,0.002112090587615967,0.7975970506668091,10,False
53f23031,8d92cb49,0.8757151365280151,a4719920,0.8676567673683167,0.008058369159698486,0.8638566732406616,10,False
543198e8,93f5d2e6,0.8062059879302979,3407f5bf,0.7629618048667908,0.04324418306350708,0.7484731078147888,14,False
54753541,a783cc24,0.8118482232093811,8c167025,0.8104047775268555,0.0014434456825256348,0.8104047775268555,18,False
54a7e3c2,0c1b160c,0.8501888513565063,b0d42b0d,0.8499318361282349,0.0002570152282714844,0.8434720039367676,8,False
5542c301,a08d9e63,0.8807671666145325,3407f5bf,0.8807119727134705,5.519390106201172e-05,0.8764499425888062,11,False
5567d551,3a86fe8d,0.8705501556396484,125be846,0.870399534702301,0.0001506209373474121,0.8702243566513062,15,False
55efee7f,463c38f2,0.7395287752151489,591cc951,0.7061070203781128,0.03342175483703613,0.7061070203781128,9,False
5663b2b7,9314ff13,0.8525018095970154,cc8a1d57,0.8490908145904541,0.0034109950065612793,0.8437236547470093,10,False
5693dde2,1e5e3573,0.39008012413978577,5693dde2,0.39008012413978577,0.0,0.39008012413978577,2,False
56b00794,084d66f9,0.5632984638214111,93f5d2e6,0.5632984638214111,0.0,0.5632984638214111,5,False
57796579,cf50c9d1,0.8951314687728882,d41beaf2,0.8947420716285706,0.00038939714431762695,0.8945785760879517,9,False
577eec7c,a85e4bc3,0.9031720161437988,2b034622,0.9013250470161438,0.0018469691276550293,0.9010179042816162,6,False
57f05c51,493b5b31,0.905332624912262,98177ced,0.905332624912262,0.0,0.905332624912262,4,False
58850d2c,3e678ea7,0.5548632740974426,46dfcfca,0.5543136596679688,0.000549614429473877,0.5499992370605469,9,False
58fa8486,9314ff13,0.7977455258369446,cc8a1d57,0.7962818741798401,0.0014636516571044922,0.7938703894615173,6,False
591cc951,463c38f2,0.9030597805976868,9efc812e,0.9017834067344666,0.0012763738632202148,0.9014054536819458,15,False
593876b6,9e3e364d,0.8408126831054688,9da441ba,0.8395422697067261,0.0012704133987426758,0.832906186580658,10,False
59f8b2e8,6d6d93af,0.7803022861480713,9a95e33f,0.7751317024230957,0.005170583724975586,0.7751317024230957,5,False
